5000
'Maths19','ZhengZhongxiang','6A118'
'Art19','RuZhen','6C202'
'Music19','CaiHongTao','6B317'
'History19','ZhangDongYun','6C104'
'Geography19','LiMengYing','3100'
'English20','TianTian','6A017'
'Physics20','HongYuyang','6B401'
'Chemistry20','ZhuXiaowei','6C300'
'Biology20','WangChaofan','5103'
'Chinese20','FanHang','4302'
'Maths20','ZhengZhongxiang','6A118'
'Art20','RuZhen','6C202'
'Music20','CaiHongTao','6B317'
'History20','ZhangDongYun','6C104'
'Geography20','LiMengYing','3100'
'English21','TianTian','6A017'
'Physics21','HongYuyang','6B401'
'Chemistry21','ZhuXiaowei','6C300'
'Biology21','WangChaofan','5103'
'Chinese21','FanHang','4302'
'Maths21','ZhengZhongxiang','6A118'
'Art21','RuZhen','6C202'
'Music21','CaiHongTao','6B317'
'History21','ZhangDongYun','6C104'
'Geography21','LiMengYing','3100'
'English22','TianTian','6A017'
'Physics22','HongYuyang','6B401'
'Chemistry22','ZhuXiaowei','6C300'
'Biology22','WangChaofan','5103'
'Chinese22','FanHang','4302'
'Maths22','ZhengZhongxiang','6A118'
'Art22','RuZhen','6C202'
'Music22','CaiHongTao','6B317'
'History22','ZhangDongYun','6C104'
'Geography22','LiMengYing','3100'
'English23','TianTian','6A017'
'Physics23','HongYuyang','6B401'
'Chemistry23','ZhuXiaowei','6C300'
'Biology23','WangChaofan','5103'
'Chinese23','FanHang','4302'
'Maths23','ZhengZhongxiang','6A118'
'Art23','RuZhen','6C202'
'Music23','CaiHongTao','6B317'
'History23','ZhangDongYun','6C104'
'Geography23','LiMengYing','3100'
'English24','TianTian','6A017'
'Physics24','HongYuyang','6B401'
'Chemistry24','ZhuXiaowei','6C300'
'Biology24','WangChaofan','5103'
'Chinese24','FanHang','4302'
'Maths24','ZhengZhongxiang','6A118'
'Art24','RuZhen','6C202'
'Music24','CaiHongTao','6B317'
'History24','ZhangDongYun','6C104'
'Geography24','LiMengYing','3100'
'English25','TianTian','6A017'
'Physics25','HongYuyang','6B401'
'Chemistry25','ZhuXiaowei','6C300'
'Biology25','WangChaofan','5103'
'Chinese25','FanHang','4302'
'Maths25','ZhengZhongxiang','6A118'
'Art25','RuZhen','6C202'
'Music25','CaiHongTao','6B317'
'History25','ZhangDongYun','6C104'
'Geography25','LiMengYing','3100'
'English26','TianTian','6A017'
'Physics26','HongYuyang','6B401'
'Chemistry26','ZhuXiaowei','6C300'
'Biology26','WangChaofan','5103'
'Chinese26','FanHang','4302'
'Maths26','ZhengZhongxiang','6A118'
'Art26','RuZhen','6C202'
'Music26','CaiHongTao','6B317'
'History26','ZhangDongYun','6C104'
'Geography26','LiMengYing','3100'
'English27','TianTian','6A017'
'Physics27','HongYuyang','6B401'
'Chemistry27','ZhuXiaowei','6C300'
'Biology27','WangChaofan','5103'
'Chinese27','FanHang','4302'
'Maths27','ZhengZhongxiang','6A118'
'Art27','RuZhen','6C202'
'Music27','CaiHongTao','6B317'
'History27','ZhangDongYun','6C104'
'Geography27','LiMengYing','3100'
'English28','TianTian','6A017'
'Physics28','HongYuyang','6B401'
'Chemistry28','ZhuXiaowei','6C300'
'Biology28','WangChaofan','5103'
'Chinese28','FanHang','4302'
'Maths28','ZhengZhongxiang','6A118'
'Art28','RuZhen','6C202'
'Music28','CaiHongTao','6B317'
'History28','ZhangDongYun','6C104'
'Geography28','LiMengYing','3100'
'English29','TianTian','6A017'
'Physics29','HongYuyang','6B401'
'Chemistry29','ZhuXiaowei','6C300'
'Biology29','WangChaofan','5103'
'Chinese29','FanHang','4302'
'Maths29','ZhengZhongxiang','6A118'
'Art29','RuZhen','6C202'
'Music29','CaiHongTao','6B317'
'History29','ZhangDongYun','6C104'
'Geography29','LiMengYing','3100'
'English30','TianTian','6A017'
'Physics30','HongYuyang','6B401'
'Chemistry30','ZhuXiaowei','6C300'
'Biology30','WangChaofan','5103'
'Chinese30','FanHang','4302'
'Maths30','ZhengZhongxiang','6A118'
'Art30','RuZhen','6C202'
'Music30','CaiHongTao','6B317'
'History30','ZhangDongYun','6C104'
'Geography30','LiMengYing','3100'
'English31','TianTian','6A017'
'Physics31','HongYuyang','6B401'
'Chemistry31','ZhuXiaowei','6C300'
'Biology31','WangChaofan','5103'
'Chinese31','FanHang','4302'
'Maths31','ZhengZhongxiang','6A118'
'Art31','RuZhen','6C202'
'Music31','CaiHongTao','6B317'
'History31','ZhangDongYun','6C104'
'Geography31','LiMengYing','3100'
'English32','TianTian','6A017'
'Physics32','HongYuyang','6B401'
'Chemistry32','ZhuXiaowei','6C300'
'Biology32','WangChaofan','5103'
'Chinese32','FanHang','4302'
'Maths32','ZhengZhongxiang','6A118'
'Art32','RuZhen','6C202'
'Music32','CaiHongTao','6B317'
'History32','ZhangDongYun','6C104'
'Geography32','LiMengYing','3100'
'English33','TianTian','6A017'
'Physics33','HongYuyang','6B401'
'Chemistry33','ZhuXiaowei','6C300'
'Biology33','WangChaofan','5103'
'Chinese33','FanHang','4302'
'Maths33','ZhengZhongxiang','6A118'
'Art33','RuZhen','6C202'
'Music33','CaiHongTao','6B317'
'History33','ZhangDongYun','6C104'
'Geography33','LiMengYing','3100'
'English34','TianTian','6A017'
'Physics34','HongYuyang','6B401'
'Chemistry34','ZhuXiaowei','6C300'
'Biology34','WangChaofan','5103'
'Chinese34','FanHang','4302'
'Maths34','ZhengZhongxiang','6A118'
'Art34','RuZhen','6C202'
'Music34','CaiHongTao','6B317'
'History34','ZhangDongYun','6C104'
'Geography34','LiMengYing','3100'
'English35','TianTian','6A017'
'Physics35','HongYuyang','6B401'
'Chemistry35','ZhuXiaowei','6C300'
'Biology35','WangChaofan','5103'
'Chinese35','FanHang','4302'
'Maths35','ZhengZhongxiang','6A118'
'Art35','RuZhen','6C202'
'Music35','CaiHongTao','6B317'
'History35','ZhangDongYun','6C104'
'Geography35','LiMengYing','3100'
'English36','TianTian','6A017'
'Physics36','HongYuyang','6B401'
'Chemistry36','ZhuXiaowei','6C300'
'Biology36','WangChaofan','5103'
'Chinese36','FanHang','4302'
'Maths36','ZhengZhongxiang','6A118'
'Art36','RuZhen','6C202'
'Music36','CaiHongTao','6B317'
'History36','ZhangDongYun','6C104'
'Geography36','LiMengYing','3100'
'English37','TianTian','6A017'
'Physics37','HongYuyang','6B401'
'Chemistry37','ZhuXiaowei','6C300'
'Biology37','WangChaofan','5103'
'Chinese37','FanHang','4302'
'Maths37','ZhengZhongxiang','6A118'
'Art37','RuZhen','6C202'
'Music37','CaiHongTao','6B317'
'History37','ZhangDongYun','6C104'
'Geography37','LiMengYing','3100'
'English38','TianTian','6A017'
'Physics38','HongYuyang','6B401'
'Chemistry38','ZhuXiaowei','6C300'
'Biology38','WangChaofan','5103'
'Chinese38','FanHang','4302'
'Maths38','ZhengZhongxiang','6A118'
'Art38','RuZhen','6C202'
'Music38','CaiHongTao','6B317'
'History38','ZhangDongYun','6C104'
'Geography38','LiMengYing','3100'
'English39','TianTian','6A017'
'Physics39','HongYuyang','6B401'
'Chemistry39','ZhuXiaowei','6C300'
'Biology39','WangChaofan','5103'
'Chinese39','FanHang','4302'
'Maths39','ZhengZhongxiang','6A118'
'Art39','RuZhen','6C202'
'Music39','CaiHongTao','6B317'
'History39','ZhangDongYun','6C104'
'Geography39','LiMengYing','3100'
'English40','TianTian','6A017'
'Physics40','HongYuyang','6B401'
'Chemistry40','ZhuXiaowei','6C300'
'Biology40','WangChaofan','5103'
'Chinese40','FanHang','4302'
'Maths40','ZhengZhongxiang','6A118'
'Art40','RuZhen','6C202'
'Music40','CaiHongTao','6B317'
'History40','ZhangDongYun','6C104'
'Geography40','LiMengYing','3100'
'English41','TianTian','6A017'
'Physics41','HongYuyang','6B401'
'Chemistry41','ZhuXiaowei','6C300'
'Biology41','WangChaofan','5103'
'Chinese41','FanHang','4302'
'Maths41','ZhengZhongxiang','6A118'
'Art41','RuZhen','6C202'
'Music41','CaiHongTao','6B317'
'History41','ZhangDongYun','6C104'
'Geography41','LiMengYing','3100'
'English42','TianTian','6A017'
'Physics42','HongYuyang','6B401'
'Chemistry42','ZhuXiaowei','6C300'
'Biology42','WangChaofan','5103'
'Chinese42','FanHang','4302'
'Maths42','ZhengZhongxiang','6A118'
'Art42','RuZhen','6C202'
'Music42','CaiHongTao','6B317'
'History42','ZhangDongYun','6C104'
'Geography42','LiMengYing','3100'
'English43','TianTian','6A017'
'Physics43','HongYuyang','6B401'
'Chemistry43','ZhuXiaowei','6C300'
'Biology43','WangChaofan','5103'
'Chinese43','FanHang','4302'
'Maths43','ZhengZhongxiang','6A118'
'Art43','RuZhen','6C202'
'Music43','CaiHongTao','6B317'
'History43','ZhangDongYun','6C104'
'Geography43','LiMengYing','3100'
'English44','TianTian','6A017'
'Physics44','HongYuyang','6B401'
'Chemistry44','ZhuXiaowei','6C300'
'Biology44','WangChaofan','5103'
'Chinese44','FanHang','4302'
'Maths44','ZhengZhongxiang','6A118'
'Art44','RuZhen','6C202'
'Music44','CaiHongTao','6B317'
'History44','ZhangDongYun','6C104'
'Geography44','LiMengYing','3100'
'English45','TianTian','6A017'
'Physics45','HongYuyang','6B401'
'Chemistry45','ZhuXiaowei','6C300'
'Biology45','WangChaofan','5103'
'Chinese45','FanHang','4302'
'Maths45','ZhengZhongxiang','6A118'
'Art45','RuZhen','6C202'
'Music45','CaiHongTao','6B317'
'History45','ZhangDongYun','6C104'
'Geography45','LiMengYing','3100'
'English46','TianTian','6A017'
'Physics46','HongYuyang','6B401'
'Chemistry46','ZhuXiaowei','6C300'
'Biology46','WangChaofan','5103'
'Chinese46','FanHang','4302'
'Maths46','ZhengZhongxiang','6A118'
'Art46','RuZhen','6C202'
'Music46','CaiHongTao','6B317'
'History46','ZhangDongYun','6C104'
'Geography46','LiMengYing','3100'
'English47','TianTian','6A017'
'Physics47','HongYuyang','6B401'
'Chemistry47','ZhuXiaowei','6C300'
'Biology47','WangChaofan','5103'
'Chinese47','FanHang','4302'
'Maths47','ZhengZhongxiang','6A118'
'Art47','RuZhen','6C202'
'Music47','CaiHongTao','6B317'
'History47','ZhangDongYun','6C104'
'Geography47','LiMengYing','3100'
'English48','TianTian','6A017'
'Physics48','HongYuyang','6B401'
'Chemistry48','ZhuXiaowei','6C300'
'Biology48','WangChaofan','5103'
'Chinese48','FanHang','4302'
'Maths48','ZhengZhongxiang','6A118'
'Art48','RuZhen','6C202'
'Music48','CaiHongTao','6B317'
'History48','ZhangDongYun','6C104'
'Geography48','LiMengYing','3100'
'English49','TianTian','6A017'
'Physics49','HongYuyang','6B401'
'Chemistry49','ZhuXiaowei','6C300'
'Biology49','WangChaofan','5103'
'Chinese49','FanHang','4302'
'Maths49','ZhengZhongxiang','6A118'
'Art49','RuZhen','6C202'
'Music49','CaiHongTao','6B317'
'History49','ZhangDongYun','6C104'
'Geography49','LiMengYing','3100'
'English50','TianTian','6A017'
'Physics50','HongYuyang','6B401'
'Chemistry50','ZhuXiaowei','6C300'
'Biology50','WangChaofan','5103'
'Chinese50','FanHang','4302'
'Maths50','ZhengZhongxiang','6A118'
'Art50','RuZhen','6C202'
'Music50','CaiHongTao','6B317'
'History50','ZhangDongYun','6C104'
'Geography50','LiMengYing','3100'
'English51','TianTian','6A017'
'Physics51','HongYuyang','6B401'
'Chemistry51','ZhuXiaowei','6C300'
'Biology51','WangChaofan','5103'
'Chinese51','FanHang','4302'
'Maths51','ZhengZhongxiang','6A118'
'Art51','RuZhen','6C202'
'Music51','CaiHongTao','6B317'
'History51','ZhangDongYun','6C104'
'Geography51','LiMengYing','3100'
'English52','TianTian','6A017'
'Physics52','HongYuyang','6B401'
'Chemistry52','ZhuXiaowei','6C300'
'Biology52','WangChaofan','5103'
'Chinese52','FanHang','4302'
'Maths52','ZhengZhongxiang','6A118'
'Art52','RuZhen','6C202'
'Music52','CaiHongTao','6B317'
'History52','ZhangDongYun','6C104'
'Geography52','LiMengYing','3100'
'English53','TianTian','6A017'
'Physics53','HongYuyang','6B401'
'Chemistry53','ZhuXiaowei','6C300'
'Biology53','WangChaofan','5103'
'Chinese53','FanHang','4302'
'Maths53','ZhengZhongxiang','6A118'
'Art53','RuZhen','6C202'
'Music53','CaiHongTao','6B317'
'History53','ZhangDongYun','6C104'
'Geography53','LiMengYing','3100'
'English54','TianTian','6A017'
'Physics54','HongYuyang','6B401'
'Chemistry54','ZhuXiaowei','6C300'
'Biology54','WangChaofan','5103'
'Chinese54','FanHang','4302'
'Maths54','ZhengZhongxiang','6A118'
'Art54','RuZhen','6C202'
'Music54','CaiHongTao','6B317'
'History54','ZhangDongYun','6C104'
'Geography54','LiMengYing','3100'
'English55','TianTian','6A017'
'Physics55','HongYuyang','6B401'
'Chemistry55','ZhuXiaowei','6C300'
'Biology55','WangChaofan','5103'
'Chinese55','FanHang','4302'
'Maths55','ZhengZhongxiang','6A118'
'Art55','RuZhen','6C202'
'Music55','CaiHongTao','6B317'
'History55','ZhangDongYun','6C104'
'Geography55','LiMengYing','3100'
'English56','TianTian','6A017'
'Physics56','HongYuyang','6B401'
'Chemistry56','ZhuXiaowei','6C300'
'Biology56','WangChaofan','5103'
'Chinese56','FanHang','4302'
'Maths56','ZhengZhongxiang','6A118'
'Art56','RuZhen','6C202'
'Music56','CaiHongTao','6B317'
'History56','ZhangDongYun','6C104'
'Geography56','LiMengYing','3100'
'English57','TianTian','6A017'
'Physics57','HongYuyang','6B401'
'Chemistry57','ZhuXiaowei','6C300'
'Biology57','WangChaofan','5103'
'Chinese57','FanHang','4302'
'Maths57','ZhengZhongxiang','6A118'
'Art57','RuZhen','6C202'
'Music57','CaiHongTao','6B317'
'History57','ZhangDongYun','6C104'
'Geography57','LiMengYing','3100'
'English58','TianTian','6A017'
'Physics58','HongYuyang','6B401'
'Chemistry58','ZhuXiaowei','6C300'
'Biology58','WangChaofan','5103'
'Chinese58','FanHang','4302'
'Maths58','ZhengZhongxiang','6A118'
'Art58','RuZhen','6C202'
'Music58','CaiHongTao','6B317'
'History58','ZhangDongYun','6C104'
'Geography58','LiMengYing','3100'
'English59','TianTian','6A017'
'Physics59','HongYuyang','6B401'
'Chemistry59','ZhuXiaowei','6C300'
'Biology59','WangChaofan','5103'
'Chinese59','FanHang','4302'
'Maths59','ZhengZhongxiang','6A118'
'Art59','RuZhen','6C202'
'Music59','CaiHongTao','6B317'
'History59','ZhangDongYun','6C104'
'Geography59','LiMengYing','3100'
'English60','TianTian','6A017'
'Physics60','HongYuyang','6B401'
'Chemistry60','ZhuXiaowei','6C300'
'Biology60','WangChaofan','5103'
'Chinese60','FanHang','4302'
'Maths60','ZhengZhongxiang','6A118'
'Art60','RuZhen','6C202'
'Music60','CaiHongTao','6B317'
'History60','ZhangDongYun','6C104'
'Geography60','LiMengYing','3100'
'English61','TianTian','6A017'
'Physics61','HongYuyang','6B401'
'Chemistry61','ZhuXiaowei','6C300'
'Biology61','WangChaofan','5103'
'Chinese61','FanHang','4302'
'Maths61','ZhengZhongxiang','6A118'
'Art61','RuZhen','6C202'
'Music61','CaiHongTao','6B317'
'History61','ZhangDongYun','6C104'
'Geography61','LiMengYing','3100'
'English62','TianTian','6A017'
'Physics62','HongYuyang','6B401'
'Chemistry62','ZhuXiaowei','6C300'
'Biology62','WangChaofan','5103'
'Chinese62','FanHang','4302'
'Maths62','ZhengZhongxiang','6A118'
'Art62','RuZhen','6C202'
'Music62','CaiHongTao','6B317'
'History62','ZhangDongYun','6C104'
'Geography62','LiMengYing','3100'
'English63','TianTian','6A017'
'Physics63','HongYuyang','6B401'
'Chemistry63','ZhuXiaowei','6C300'
'Biology63','WangChaofan','5103'
'Chinese63','FanHang','4302'
'Maths63','ZhengZhongxiang','6A118'
'Art63','RuZhen','6C202'
'Music63','CaiHongTao','6B317'
'History63','ZhangDongYun','6C104'
'Geography63','LiMengYing','3100'
'English64','TianTian','6A017'
'Physics64','HongYuyang','6B401'
'Chemistry64','ZhuXiaowei','6C300'
'Biology64','WangChaofan','5103'
'Chinese64','FanHang','4302'
'Maths64','ZhengZhongxiang','6A118'
'Art64','RuZhen','6C202'
'Music64','CaiHongTao','6B317'
'History64','ZhangDongYun','6C104'
'Geography64','LiMengYing','3100'
'English65','TianTian','6A017'
'Physics65','HongYuyang','6B401'
'Chemistry65','ZhuXiaowei','6C300'
'Biology65','WangChaofan','5103'
'Chinese65','FanHang','4302'
'Maths65','ZhengZhongxiang','6A118'
'Art65','RuZhen','6C202'
'Music65','CaiHongTao','6B317'
'History65','ZhangDongYun','6C104'
'Geography65','LiMengYing','3100'
'English66','TianTian','6A017'
'Physics66','HongYuyang','6B401'
'Chemistry66','ZhuXiaowei','6C300'
'Biology66','WangChaofan','5103'
'Chinese66','FanHang','4302'
'Maths66','ZhengZhongxiang','6A118'
'Art66','RuZhen','6C202'
'Music66','CaiHongTao','6B317'
'History66','ZhangDongYun','6C104'
'Geography66','LiMengYing','3100'
'English67','TianTian','6A017'
'Physics67','HongYuyang','6B401'
'Chemistry67','ZhuXiaowei','6C300'
'Biology67','WangChaofan','5103'
'Chinese67','FanHang','4302'
'Maths67','ZhengZhongxiang','6A118'
'Art67','RuZhen','6C202'
'Music67','CaiHongTao','6B317'
'History67','ZhangDongYun','6C104'
'Geography67','LiMengYing','3100'
'English68','TianTian','6A017'
'Physics68','HongYuyang','6B401'
'Chemistry68','ZhuXiaowei','6C300'
'Biology68','WangChaofan','5103'
'Chinese68','FanHang','4302'
'Maths68','ZhengZhongxiang','6A118'
'Art68','RuZhen','6C202'
'Music68','CaiHongTao','6B317'
'History68','ZhangDongYun','6C104'
'Geography68','LiMengYing','3100'
'English69','TianTian','6A017'
'Physics69','HongYuyang','6B401'
'Chemistry69','ZhuXiaowei','6C300'
'Biology69','WangChaofan','5103'
'Chinese69','FanHang','4302'
'Maths69','ZhengZhongxiang','6A118'
'Art69','RuZhen','6C202'
'Music69','CaiHongTao','6B317'
'History69','ZhangDongYun','6C104'
'Geography69','LiMengYing','3100'
'English70','TianTian','6A017'
'Physics70','HongYuyang','6B401'
'Chemistry70','ZhuXiaowei','6C300'
'Biology70','WangChaofan','5103'
'Chinese70','FanHang','4302'
'Maths70','ZhengZhongxiang','6A118'
'Art70','RuZhen','6C202'
'Music70','CaiHongTao','6B317'
'History70','ZhangDongYun','6C104'
'Geography70','LiMengYing','3100'
'English71','TianTian','6A017'
'Physics71','HongYuyang','6B401'
'Chemistry71','ZhuXiaowei','6C300'
'Biology71','WangChaofan','5103'
'Chinese71','FanHang','4302'
'Maths71','ZhengZhongxiang','6A118'
'Art71','RuZhen','6C202'
'Music71','CaiHongTao','6B317'
'History71','ZhangDongYun','6C104'
'Geography71','LiMengYing','3100'
'English72','TianTian','6A017'
'Physics72','HongYuyang','6B401'
'Chemistry72','ZhuXiaowei','6C300'
'Biology72','WangChaofan','5103'
'Chinese72','FanHang','4302'
'Maths72','ZhengZhongxiang','6A118'
'Art72','RuZhen','6C202'
'Music72','CaiHongTao','6B317'
'History72','ZhangDongYun','6C104'
'Geography72','LiMengYing','3100'
'English73','TianTian','6A017'
'Physics73','HongYuyang','6B401'
'Chemistry73','ZhuXiaowei','6C300'
'Biology73','WangChaofan','5103'
'Chinese73','FanHang','4302'
'Maths73','ZhengZhongxiang','6A118'
'Art73','RuZhen','6C202'
'Music73','CaiHongTao','6B317'
'History73','ZhangDongYun','6C104'
'Geography73','LiMengYing','3100'
'English74','TianTian','6A017'
'Physics74','HongYuyang','6B401'
'Chemistry74','ZhuXiaowei','6C300'
'Biology74','WangChaofan','5103'
'Chinese74','FanHang','4302'
'Maths74','ZhengZhongxiang','6A118'
'Art74','RuZhen','6C202'
'Music74','CaiHongTao','6B317'
'History74','ZhangDongYun','6C104'
'Geography74','LiMengYing','3100'
'English75','TianTian','6A017'
'Physics75','HongYuyang','6B401'
'Chemistry75','ZhuXiaowei','6C300'
'Biology75','WangChaofan','5103'
'Chinese75','FanHang','4302'
'Maths75','ZhengZhongxiang','6A118'
'Art75','RuZhen','6C202'
'Music75','CaiHongTao','6B317'
'History75','ZhangDongYun','6C104'
'Geography75','LiMengYing','3100'
'English76','TianTian','6A017'
'Physics76','HongYuyang','6B401'
'Chemistry76','ZhuXiaowei','6C300'
'Biology76','WangChaofan','5103'
'Chinese76','FanHang','4302'
'Maths76','ZhengZhongxiang','6A118'
'Art76','RuZhen','6C202'
'Music76','CaiHongTao','6B317'
'History76','ZhangDongYun','6C104'
'Geography76','LiMengYing','3100'
'English77','TianTian','6A017'
'Physics77','HongYuyang','6B401'
'Chemistry77','ZhuXiaowei','6C300'
'Biology77','WangChaofan','5103'
'Chinese77','FanHang','4302'
'Maths77','ZhengZhongxiang','6A118'
'Art77','RuZhen','6C202'
'Music77','CaiHongTao','6B317'
'History77','ZhangDongYun','6C104'
'Geography77','LiMengYing','3100'
'English78','TianTian','6A017'
'Physics78','HongYuyang','6B401'
